id;id_ex;siret;rup_mi;gestion;date_creat;date_decla;date_publi;date_disso;nature;groupement;titre;titre_court;objet;objet_social1;objet_social2;adrs_complement;adrs_numvoie;adrs_repetition;adrs_typevoie;adrs_libvoie;adrs_distrib;adrs_codeinsee;adrs_codepostal;adrs_libcommune;adrg_declarant;adrg_complemid;adrg_complemgeo;adrg_libvoie;adrg_distrib;adrg_codepostal;adrg_achemine;adrg_pays;dir_civilite;siteweb;publiweb;observation;position;maj_time
"W9T1000011";"9851001883";"";"";"9T1P";"2007-06-19";"2017-12-12";"2007-07-28";"0001-01-01";"D";"S";"OUOIZISSA ZIFELI MAORE (OZM)";"(OZM)";"la mise en oeuvre de toute action destinée à favoriser l'épanouissement des personnes en situation de handicap et à assurer leur intégration dans les différents domaines de la vie, agir auprès des pouvoirs publics pour qu'ils assurent aux personnes en situation de handicap et à leurs familles l'aide morale et matérielle qui leur est due, pour qu'ils mettent en place les structures et les services permettant leur plein épanouissement par l'éducation, la culture, l'organisation des sports, des loisirs et des vacances, les soins propres à leur état et leur insertion dans le monde du travail, assurer la représentation et l'intervention au nom des personnes en situation de handicap auprès des instances départementales et régionales, ainsi que des partenaires sociaux, des personnes en situation de handicap, des parents, des familles et des tuteurs des personnes en situation de handicap qu'elle regroupe, sans distinction d'âge, de sexe, religion ou de nationalité, la représentation de l'apajh de mayotte auprès des partenaires sociaux et pouvoirs publics locaux, la création et la gestion des services et établissements au bénéfice des personnes en situation de handicap destinés à les accueillir et ou à les accompagner en mettant en place, les équipements nécessaires pour compléter les équipements publics existants, des formules nouvelles d'éducation, de formation et d'intégration sociale et professionnelle, des activités culturelles, des centres de loisirs et de vacances, des aides en direction de leurs familles, d'entretenir entre les intéressés l'esprit d'entraide et de solidarité, assurer, au besoin, le suivi effectif des personnes en situation de handicap après la disparition de leur famille";"021005";"018050";"villa Bengalis - Passamainty";"";"";"RTE";"de Vahibé";"_";"97611";"97600";"Mamoudzou";"";"PASSAMAINTY";"Villa Bengalis";"route de Vahibé";"";"97600";"MAMOUDZOU";"FRANCE";"PM";"";"0";"Reprise  =>  date ag=0000-00-00";"A";"2018-03-10 12:45:43"
"W9T1000012";"9851000478";"";"";"9T1P";"1989-08-31";"2013-06-06";"1989-10-18";"0001-01-01";"D";"S";"OFFICE MUNICIPAL DE LA JEUNESSE ET DE SPORT DE OUANGANI";"O.M.J.S.O";"regrouper ,gérer, controler les associations locales chargées de l'animation culturelle et physique de la jeunesse des villages de la commune";"011005";"000000";"";"";"";"";"mairie de Ouangani";"_";"97614";"97670";"Coconi";"";"";"";"mairie de Ouangani";"";"97670";"OUANGANI";"FRANCE";"PM";"";"0";"Reprise  =>  date ag=0000-00-00 dernière date publication enregistrée :1994-08-10";"A";"2013-06-06 09:09:57"
"W9T1000013";"9851002306";"";"";"9T1P";"2008-07-31";"2013-01-14";"2008-09-20";"0001-01-01";"D";"S";"ASSOCIATION DE LA BARGE GOBELINE";"ASSOCIATION DE LA BARGE GOBELINE";"organiser des rencontres et promouvoir les jeux de cartes traditionnels et collectionner jeux de plateau, jeux de role,jeux de société et jeux de de figurines";"007005";"007005";"appt8";"";"";"RES";"l'horloge, les hauts vallons";"_MAJICAVO LAMIR";"97610";"97690";"Koungou";"";"l'horloge, les hauts vallons";"";"résidence appt 8";"MAJICAVO LAMIR";"97690";"KOUNGOU";"FRANCE";"PF";"";"0";"Reprise  =>  date ag=0000-00-00";"A";"2013-01-14 10:25:31"
"W9T1000014";"9851000056";"79297262200015";"";"9T1P";"1991-05-15";"2021-06-07";"1991-12-25";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE ET CULTURELLE DU GRAND REPOS/ TENNIS CLUB KOROPA";"ASCUGRE/ TC KOROPA";"la pratique du tennis mais aussi des activités physiques, sportives et culturelles, elle s'interdit toute discrimination tant dans sa vie que dans organisation";"011005";"006000";"";"";"";"";"Majicavo Koropa";"_";"97610";"97690";"Koungou";"";"711";"RÉSIDENCE CANELIA PALM";"HAUTS VALLONS";"";"97600";"KOUNGOU";"FRANCE";"MS";"https://fr-fr.facebook.com/tennisclubkoropa";"0";"Reprise  =>  date ag=0000-00-00";"A";"2021-12-06 20:00:02"
"W9T1000015";"9851000759";"53857952500014";"";"9T1P";"2000-01-19";"2019-06-26";"0001-01-01";"0001-01-01";"D";"S";"HANDBALL CLUB DE CHIRONGUI";"HANDBALL CLUB DE CHIRONGUI";"faire pratiquer le handball, et d'encourager l'activité sportive et culturelle dans le village ;";"011070";"011065";"";"";"";"";"Chirongui";"_";"97606";"97620";"Chirongui";"";"";"";"RUE DE LA MAIRIE";"";"97620";"CHIRONGUI";"MAYOTTE";"TS";"";"0";"Reprise  =>  date ag=0000-00-00";"A";"2019-12-25 20:00:04"
"W9T1000016";"9851002098";"";"";"9T1P";"1986-06-26";"2008-11-05";"0001-01-01";"0001-01-01";"D";"S";"OFFICE MUNICIPALE DE LA COMMUNE DE BOUENI";"O.M.C.B";"établir des propositions pour les actions de développement culturel et sportif au conseil municipal ; prévoir les équipements à réaliser dans ce domaine ; repartir les subventions communales entre les differentes associations; présenter au conseil municipal le compte rendu des activités des associations et leurs programmes d'activitésultirieurs ; organiser la participation des jeunes aux manifestations officiels ; distribuer des prix des écoles primaires de la commune de bouéni";"011005";"009005";"";"";"";"";"Foyer des jeunes de boueni";"_";"97604";"97600";"Boueni";"";"";"";"RUE DE LA MOSQUÉE DE VENDREDI";"";"97600";"BOUENI";"FRANCE";"PM";"";"0";"Reprise  =>  date ag=0000-00-00";"A";"2009-01-08 17:52:36"
"W9T1000017";"";"";"";"9T1P";"2008-09-22";"2008-09-22";"2008-10-25";"0001-01-01";"D";"S";"TAMA DJEMA D'ILONI";"TAMA DJEMA D'ILONI";"organisation des manifestations; organisation de mariage traditionnel dans le village d'Iloni ou dans la commune";"006040";"000000";"quartier Minadzini";"";"";"RUE";"Mijihari Iloni";"_";"97607";"97660";"Dembeni";"";"quartier Minadzini Iloni";"";"rue Mijihari";"";"97660";"Dembeni";"FRANCE";"PL";"";"0";"";"A";"2008-11-19 08:43:17"
"W9T1000018";"9851000014";"";"";"9T1P";"1992-06-30";"2015-10-14";"1992-09-09";"0001-01-01";"D";"S";"ASSOCIATION AUTONOME DES PARENTS D'ELEVES DE OUANGANI";"AAPEO";"representer les parents d'élèves auprès de l'administration des établissements d'enseignement, du corps enseignant, de l'autorité académique et des pouvoirs publics et de tout autre organisme; coopérer avec les instances et organisations désignées à tout ce qui concerne l'éducation des élèves au point de vue moral, intellectuel et  matériel,participer dans les cadres légaux à l'élaboration des projets de réformes de l'enseignement; maintenir au sein des établissements d'enseignement le r";"015005";"015005";"";"";"";"";"place Zakia MADI";"_Ouangani";"97614";"97670";"Coconi";"";"";"";"QUARTIER KAVANI-BÉ";"";"97670";"OUANGANI";"FRANCE";"PM";"";"0";"Reprise  =>  date ag=0000-00-00";"A";"2015-10-14 14:35:25"
"W9T1000019";"";"";"";"9T1P";"2008-10-06";"2017-01-31";"2008-10-25";"0001-01-01";"D";"S";"ECOLE DE FOOTBALL LE "" DAKA """;"EF  LE DAKA";"promouvoir l'éducation et la pratique de football dans l' esprit d'envie, de volontariat, d'amitié, d'échanges, d' entre aides, de convivialité, d'insertion sociale et professionnelle dans le respect des règles du jeu et de la vie de tous les jours";"011075";"000000";"";"";"";"";"Stade municipal de Kani -Kéli";"_";"97609";"97625";"Kani keli";"";"Quartier Ambouditsoa";"";"Stade municipal de Kani -Kéli";"";"97625";"Kani keli";"FRANCE";"MG";"";"0";"";"A";"2017-02-13 08:07:22"
"W9T1000020";"";"";"";"9T1P";"2008-09-22";"2008-09-22";"2008-10-25";"0001-01-01";"D";"S";"MAYOTTE BOUGE";"MAYOTTE BOUGE";"développement économique et social";"023040";"000000";"";"9";"";"RUE";"Manga Foutet";"_";"97615";"97615";"Pamandzi";"";"";"";"9  rue manga foutet";"";"97615";"Pamandzi";"FRANCE";"PM";"";"0";"";"A";"2008-11-19 08:43:17"
"W9T1000021";"";"";"";"9T1P";"2008-10-02";"2008-10-02";"2008-10-25";"0001-01-01";"D";"S";"SILENCE CA TOURNE";"SILENCE CA TOURNE";"promotion, création et diffusion sur supports audiovisuels";"005015";"000000";"";"11";"";"RUE";"Case pente, Mandzarsoa";"_Mtsapéré";"97611";"97600";"Mamoudzou";"";"";"";"11  rue Case pente, Mandzarsoa";"Mtsapéré";"97600";"Mamoudzou";"FRANCE";"PF";"";"0";"";"A";"2008-11-14 15:17:26"
"W9T1000022";"";"";"";"9T1P";"2008-10-03";"2008-10-03";"2008-10-25";"0001-01-01";"D";"S";"AMICALE DU COLLEGE DE M'GOMBANI";"AMICALE DU COLLEGE DE M'GOMBANI";"accueil des nouveaux et développement de la convivialité au sein du collège de M'Gombani de Mamoudzou";"015075";"000000";"";"";"";"";"Collège de M'gombani";"_";"97611";"97600";"Mamoudzou";"";"";"Résidence Sana";"10 rue du commerce";"";"97600";"Mamoudzou";"FRANCE";"PM";"";"0";"";"A";"2008-11-19 08:43:17"
"W9T1000023";"";"";"";"9T1P";"2008-10-03";"2014-01-10";"2008-10-25";"0001-01-01";"D";"S";"""LES POULPES MAHORAIS"" ASSOCIATION POUR L'INSERTION PROFESSIONNELLE ET SOCIALE PAR LE SPORT ET L’ÉDUCATION A L'ENVIRONNEMENT (AIPSSEE)";"(AIPSSEE)";"pratique de l'éducation physique et des sports et plus particulièrement de développer et de favoriser, par tous moyens appropriés sur les plans sportif, culturel, artistique, l'insertion professionnelle et sociale, l'animation, la compétition et plus généralement les activités de plein air ouvertes à tous, l'association éduquera à la connaissance et au respect de l'environnement et du monde subaquatique, à travers la pratique, l'enseignement, la formation et l'animation à tous les sports nautiques, de plein air et les activités connexes, tels : la natation, la plongée en scaphandre, l'apnée libre, la nage avec accessoires pratiquée en mer (pmt), les randonnées subaquatiques,la photographie et la vidéo sous-marine, le ski nautique, le wakeboard, le wakeskate, le wake surf, le skimboard, kneeboard, la bouée tractée, la voile légère, la planche à voile, le kite-surf, le kayak, le paddle-board, les activités de plein air : beach foot, beach volley, jeux de raquettes, pétanque, le tir à l'arc, les activités ludo-éducatives, la formation à l'animation et à l'éducation nouvelle et tout autres sports ou activités susceptibles de répondre à l'objet de l'association,elle contribue au respect des lois et règlements ayant objet la conservation de la faune, de la flore et des richesses sous-marines et littorales, notamment en tenant ses adhérents informés des dispositions édictées à cette fin, l'association respecte les règles d'encadrement, d’hygiène et de sécurité applicables aux disciplines sportives, d'éducation, d'animation pratiquées par leurs membres, en cas d'affiliation à une fédération sportive, ou un groupement, elle reconnait avoir pris connaissance des statuts et du règlement intérieur de celle-ci et s'engagera à les respecter, de même que les règlements des commissions des fédérations, si elles existent, les décisions des assemblées générales, du comité directeur et les garanties de technique et de sécurité pour les disciplines concernées, l'association ne poursuit aucun but lucratif : elle s'interdit toutes les discussions ou manifestations présentant un caractère racial, politique ou confessionnel, l'association s'interdit toute discrimination illégale, la liberté d'opinion et le respect des droits de la défense sont assurés";"007000";"000000";"";"";"";"";"Mamoudzou";"_";"97611";"97600";"Mamoudzou";"";"M'tsapéré";"";"40  rue babou salama Cavani";"";"97600";"Mamoudzou";"FRANCE";"PM";"";"0";"";"A";"2014-07-12 20:00:05"
"W9T1000024";"";"";"";"9T1P";"2008-09-04";"2008-09-04";"2008-10-25";"0001-01-01";"D";"S";"AMICALE DE LA COMMUNE DE OUANGANI";"A.C.O";"contribuer à former des citoyens éclairés et responsables en conduisant ou en participant à des actions de formation et d'information en faveur des activités sportives et culturelles des vétérans de la commune de Ouangani; promouvoir des échanges sportifs et culturels avec les îles et pays de la région océan indien; développer les liens d'amitié, de respect mutuel et encourager la solidarité entre les générations des citoyens de la commune de Ouangani";"011075";"000000";"";"";"";"";"MJC de Ouangani";"_";"97614";"97600";"Coconi";"";"";"";"12 villas Barakani";"";"97600";"Coconi";"FRANCE";"PM";"";"0";"";"A";"2008-11-19 08:43:17"
"W9T1000025";"";"53030882400016";"";"9T1P";"2008-10-08";"2021-10-26";"2008-10-25";"0001-01-01";"D";"S";"GLADIATOR DE DOUJANI";"GLADIATOR DE DOUJANI";"cette association a pour but l'initiation, découverte, l'apprentissage et la pratique du basket-ball ; mais aussi l'éducation des jeunes dans un démarche de jeu ludique et encadrement des jeunes ;";"011065";"000000";"";"A01";"";"RESI";"Square Bonovo rue école Bonovo M'tsapéré";"_";"97611";"97600";"Mamoudzou";"";"";"";"A01 APPT RES. BONOVO RUE ECOLE MTSAPER";"";"97600";"MAMOUDZOU";"MAYOTTE";"PM";"";"0";"";"A";"2021-11-09 12:45:44"
"W9T1000026";"9851000480";"";"";"9T1P";"1994-10-11";"2014-10-13";"1994-11-09";"0001-01-01";"D";"S";"AMICALE DU LYCEE DE KAHANI";"AMICALE DU LYCEE  DE KAHANI";"établir des liens amicaux entre les collègues";"015075";"015025";"";"";"";"";"";"_LP de Kahani";"97614";"97670";"Coconi";"";"";"";"";"BP 04 COCONI";"97670";"OUANGANI";"FRANCE";"PM";"";"0";"Reprise  =>  date ag=0000-00-00";"A";"2014-10-13 07:37:11"
"W9T1000027";"9851001520";"";"";"9T1P";"2006-05-28";"2021-07-18";"0001-01-01";"0001-01-01";"D";"S";"BASKET CLUB D'ACOUA";"(B.C.A)";"valoriser et promouvoir de façon dynamique la pratique sportive du basket-ball; encourager le développement des actions éducatives, sensibilisatrices; favoriser les échanges entre les jeunes, le lien social; assurer une information constante sur les dangers de la vie auxquels ils sont confrontés; contribuer à la préservation de nos différentes ressources dans le cadre de développement durable par la sensibilisation des jeunes à l'environnement";"011065";"011065";"";"";"";"RUE";"Mronifadi";"_quartier cavani plateau";"97601";"97600";"Acoua";"";"";"";"RUE MRONIFADI";"";"97630";"ACOUA";"FRANCE";"PM";"";"0";"Reprise  =>  date ag=0000-00-00";"A";"2022-01-16 20:00:02"
"W9T1000028";"9851000422";"";"";"9T1P";"1996-10-20";"2020-06-13";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE JUDO JU JITSU CLUB DE MAYOTTE";"ASSOCIATION SPORTIVE JUDO JU JITSU CLU";"pratique du judo, du jujitsu, et autres disciplines sportives régies par la fédération française de judo, jujitsu, kendo et disciplines associées (f.f.j.d.a.) et d'une façon complémentaire éventuellement, la pratique d'autres activités physiques, sportives et de pleine nature";"011145";"011145";"";"";"";"";"College de kawéni route nationale";"_BP 1056 mamoudzou";"97611";"97600";"Mamoudzou";"";"KAWÉNI";"";"college de kaweni route nationale";"";"97600";"MAMOUDZOU";"FRANCE";"PM";"";"0";"Reprise  =>  date ag=0000-00-00";"A";"2020-12-12 20:00:04"
"W9T1000029";"1553";"";"";"9T1P";"1995-04-04";"2012-01-09";"1995-12-20";"0001-01-01";"D";"S";"COMITE VILLAGEOIS DES PECHEURS ET ELEVEURS MARINS DE MAYOTTE CHICONI";"CO.VI.PE.MM";"assurer le lien entre les producteurs, les autres acteurs halieutique et les autorites territoriales afin de povoir structurer une fillière pêche équilibrée capable de répondre aux attentes des mahorais et des métropolitains; informer tous les membres du comité, ainsi que les responsables de la filière pêche et de la collectivité territoriale de mayotte en réalisant un bilan annuel de l'activité halieutique locale ; travailler en relation constante avec le service des pêches de la direction de ";"022530";"000000";"";"";"";"";"Grand carrefour de Chiconi";"_";"97605";"97600";"Chiconi";"";"";"";"Grand carrefour de Chiconi";"";"97600";"Chiconi";"FRANCE";"PM";"";"1";"";"A";"2012-01-09 12:33:26"
"W9T1000030";"9851000321";"";"";"9T1P";"1994-11-23";"2018-04-14";"1994-12-28";"0001-01-01";"D";"S";"POUTOU BEBEROU TENNIS DE TABLE CLUB.";"POUTOU BEBEROU TENNIS DE TABLE CLUB.";"promotion d'activités sportives et culturelles dans le quartier de cavani en particulier la pratique du tennis de table";"011170";"011165";"";"";"";"";"Cavani";"_";"97611";"97600";"Mamoudzou";"";"";"";"CENTRE D'HÉBERGEMENT";"";"97600";"MAMOUDZOU";"FRANCE";"PM";"";"0";"Reprise  =>  date ag=0000-00-00";"A";"2018-10-14 20:00:03"
"W9T1000031";"9851002039";"";"";"9T1P";"1997-07-01";"2021-11-18";"0001-01-01";"0001-01-01";"D";"S";"VOLLEY OLYMPIQUE DE SADA";"(V.O.S)";"développer le volley-ball à Sada et de lutter contre la désocialisation,  elle s'interdit toute discrimination tant dans sa vie  que que dans son organisation";"011085";"011065";"";"";"";"";"";"_Bandrani";"97616";"97640";"Sada";"BABOU ABOUBACARI";"";"";"QUARTIER DOMOÉLI";"";"97640";"SADA";"FRANCE";"PM";"";"0";"Reprise  =>  date ag=0000-00-00";"A";"2021-11-23 13:25:15"
"W9T1000032";"9851000278";"";"";"9T1P";"1995-07-26";"2020-11-14";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION RIVIERE DES MANGUIERS";"ASSOCIATION RIVIERE DES MANGUIERS";"gestion de l'environnement humain et matériel du lotissement rivière des manguiers situés à passamainty 97600";"024020";"010020";"";"40";"";"";"Rivière des manguiers";"_";"97611";"97600";"Mamoudzou";"";"PASSAMAINTY";"";"40 RIVIÈRE DES MANGUIERS";"";"97600";"MAMOUDZOU";"FRANCE";"TM";"";"0";"Reprise  =>  date ag=0000-00-00";"A";"2021-05-16 20:00:02"
"W9T1000033";"";"";"";"9T1P";"1999-12-08";"1999-12-08";"0001-01-01";"0001-01-01";"D";"S";"GROUPEMENT DE VULGARISATION AGRICOLE MAHARAVOU DE KANI KELI";"GVA MAHARAVOU";"faire de l'agriculture vivrière mahoraise, une agriculture technique et durable,  respectueuse de l'environnement et capable d'assurer une part importante de l'autosuffisance alimentaire; mettre en place et par la même occasion créer une agriculture vivrière fortement rémunératrice";"023020";"000000";"";"";"";"";"M'bouini";"_";"97609";"97625";"Kani keli";"";"";"Quartier ambalahoncou";"";"";"97625";"Kani keli";"FRANCE";"PM";"";"0";"";"S";"2009-09-15 14:27:56"
"W9T1000034";"2289";"";"";"9T1P";"1999-12-08";"2008-10-09";"0001-01-01";"0001-01-01";"D";"S";"GROUPEMENT DE VULGARISATION AGRICOLE MAHARAVOU DE KANI KELI";"GVA MAHARAVOU";"faire de l'agriculture vivrière mahoraise, une agriculture technique et durable, respectueuse de l'environnement et capable d'assurer une part importante de l'autosuffisance alimentaire; mettre en place et par la même occasion créer une agriculture vivrière fortement rémunératrice";"023020";"000000";"";"";"";"";"M'bouini";"_";"97609";"97625";"Kani keli";"";"";"";"Quartier Ambalahoncou";"";"97625";"Kani keli";"FRANCE";"PM";"";"1";"";"A";"2009-09-15 14:27:56"
"W9T1000035";"1781";"";"";"9T1P";"1997-02-04";"2010-06-04";"1997-06-14";"0001-01-01";"D";"S";"ASSOCIATION EDUCATIVE, CULTURELLE ET SPORTIVE DU COLLEGE DE SADA";"ASSOCIATION EDUCATIVE, CULTURELLE E...";"créer, organiser et promouvoir des activités et outils pédagogiques pour prolonger, améliorer et élargir l'enseignement du collège";"011010";"000000";"";"";"";"";"Collège de Sada";"_";"97616";"97640";"Sada";"";"Quartier Comojou";"";"BP 81";"";"97640";"Sada";"FRANCE";"PF";"";"1";"";"A";"2010-06-04 06:54:59"
"W9T1000036";"";"";"";"9T1P";"2008-10-09";"2013-11-19";"2008-10-25";"0001-01-01";"D";"S";"MAFANA SPORT DE CHIRONGUI";"MAFANA SPORT DE CHIRONGUI";"rendre possible la pratique du basket-ball pour les jeunes de Chirongui dans le cadre d'un club structuré et affilié à la fédération française de basket-ball; former les jeunes à tous les niveaux de fonctionnement d'une association sportive afin de les mobiliser quant à leur investissement dans la vie sociale de leur village; créer des liens avec les autres localités du sud de l'île pour favoriser les échanges positifs entre les jeunes des différents villages grâce au support de basket-ball";"011065";"000000";"";"";"";"RTE";"Nationale";"_Quartier la poste";"97606";"97620";"Chirongui";"";"QUARTIER LA POSTE";"";"ROUTE NATIONALE";"";"97620";"CHIRONGUI";"FRANCE";"PM";"";"0";"";"A";"2014-01-04 12:45:57"
