id;id_ex;siret;rup_mi;gestion;date_creat;date_decla;date_publi;date_disso;nature;groupement;titre;titre_court;objet;objet_social1;objet_social2;adrs_complement;adrs_numvoie;adrs_repetition;adrs_typevoie;adrs_libvoie;adrs_distrib;adrs_codeinsee;adrs_codepostal;adrs_libcommune;adrg_declarant;adrg_complemid;adrg_complemgeo;adrg_libvoie;adrg_distrib;adrg_codepostal;adrg_achemine;adrg_pays;dir_civilite;siteweb;publiweb;observation;position;maj_time
"W9S1000011";"377260208";"";"";"9S1P";"2008-02-22";"2010-10-20";"2008-03-29";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE DE LA LIGUE DE VOLLEY-BALL DE SAINT-PIERRE-ET-MIQUELON";"ASSOCIATION SPORTIVE DE LA LIGUE DE...";"développer et accueillir au sein de la collectivité territoriale les pratiquants spécifiques suivants : licenciés loisirs, licenciés des catégories jeunes, licenciés beach-volley, licenciés dirigeant ; favoriser l'accès à la pratique du volley-ball ; promouvoir toute action conduisant à un développement quantitatif du volley-ball";"011085";"000000";"";"";"";"";"";"BP 4232_";"97502";"97500";"Saint-Pierre";"";"";"";"";"BP 4232";"97500";"Saint-Pierre";"FRANCE";"PM";"";"1";"";"A";"2011-04-21 20:00:02"
"W9S1000012";"";"";"";"9S1P";"2010-10-29";"2010-10-29";"0001-01-01";"0001-01-01";"D";"S";"GROUPEMENT D'EMPLOYEURS ASSOCIATIFS 975";"GEA 975";"mettre à disposition auprès de ses membres, un ou plusieurs salariés, liés à ce groupement par un contrat de travail écrit ; apporter à ses membres son aide et son conseil en matière d'emploi et de gestion des ressources humaines et financières";"030015";"000000";"";"46";"";"RUE";"Sourdeval";"BP 8646_";"97501";"97500";"Miquelon-Langlade";"";"";"";"46  rue Sourdeval";"BP 8646";"97500";"Miquelon-Langlade";"FRANCE";"PM";"";"0";"";"A";"2011-04-30 20:00:02"
"W9S1000013";"";"";"";"9S1P";"2010-10-07";"2018-06-01";"0001-01-01";"0001-01-01";"D";"S";"FEDERATION TERRITORIALE DES ASSOCIATIONS AGREEES POUR LA PECHE ET LA PROTECTION DES MILIEUX AQUATIQUES DE SAINT-PIERRE ET MIQUELON";"FTPSPM";"développement durable de la pêche amateur, la mise en oeuvre d'actions de promotion du loisir-pêche par toutes mesures adaptées, en cohérence avec les orientations nationales ; la protection des milieux aquatiques, la mise en valeur et la surveillance du domaine pisicole territorial ; elle assure la collecte de la redevance pour la protection du milieu aquatique et de la cotisation pêche et milieux aquatiques, soit directement auprès des AAPPMA, soit par l'intermédiaire du dispositif d'adhésion par internet mis à disposition des AAPPMA et géré par la Fédération nationale ; elle définit et coordonne les actions des associations adhérentes concourant à cet objectif ; la Fédération peut être chargée de toute mission d'intérêt général avec son objet social";"013010";"000000";"";"2";"";"PL";"du général de Gaulle";"BP 4467_";"97502";"97500";"Saint-Pierre";"";"";"";"2  PLACE DU GéNéRAL DE GAULLE";"BP 4467";"97500";"SAINT-PIERRE";"FRANCE";"PM";"";"0";"";"A";"2018-06-07 15:05:12"
"W9S1000014";"189280591";"81937409100018";"";"9S1P";"1991-05-24";"2020-11-06";"1991-06-26";"0001-01-01";"D";"S";"AMICALE COMMUNALE";"AMICALE COMMUNALE";"promouvoir des activités sociales et culturelles pour les employés communaux";"014030";"000000";"Ecole Ile aux Enfants 4405";"";"";"RUE";"";"St Pierre_";"97502";"97500";"Saint-Pierre";"";"2";"ECOLE ÎLE AUX ENFANTS";"RUE MARCEL BONIN";"4405";"97500";"ST PIERRE";"FRANCE";"PF";"";"1";"";"A";"2021-01-05 19:39:34"
"W9S1000015";"";"";"";"9S1P";"2005-11-09";"2005-11-09";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DU TRESOR DE SAINT-PIERRE-ET-MIQUELON";"AMICALE DU TRESOR DE SAINT-PIERRE-E...";"entretenir entre tous les membres du personnel de la Trésorerie Générale de Saint-Pierre-et-Miquelon des sentiments d'amitié et de bonne camaraderie ; organiser des loisirs, manifestations pour les adhérents et leur famille";"014030";"000000";"";"8";"";"PL";"du Général de Gaulle";"BP 4201_";"97502";"97500";"Saint-Pierre";"";"";"";"8  place du Général de Gaulle";"BP 4201";"97500";"Saint-Pierre";"FRANCE";"PM";"";"0";"";"S";"2010-11-05 20:00:01"
"W9S1000016";"345151105";"";"";"9S1P";"2005-11-09";"2012-10-09";"2005-12-17";"0001-01-01";"D";"S";"AMICALE DU TRESOR DE SAINT-PIERRE-ET-MIQUELON";"AMICALE DU TRESOR DE SAINT-PIERRE-E...";"entretenir entre tous les membres du personnel des sentiments d'amitié et de bonne camaraderie ; organiser des loisirs, manifestations pour les adhérents et leur famille";"014030";"000000";"";"";"";"PL";"du Général de Gaulle";"_";"97502";"97500";"Saint-Pierre";"";"";"";"place du Général de Gaulle";"";"97500";"Saint-Pierre";"FRANCE";"PM";"";"1";"";"A";"2012-10-12 14:53:26"
"W9S1000017";"395091009";"";"";"9S1P";"2009-10-07";"2009-10-07";"2009-11-07";"0001-01-01";"D";"S";"SPM YOGA";"SPM YOGA";"pratique du yoga sur l'archipel de Saint-Pierre-et-Miquelon";"011000";"000000";"";"6";"";"RUE";"du Château";"BP 88_";"97502";"97500";"Saint-Pierre";"";"";"";"6  rue du Château";"BP 88";"97500";"Saint-Pierre";"FRANCE";"PM";"";"1";"";"A";"2010-11-08 20:00:01"
"W9S1000018";"";"";"";"9S1P";"2010-11-10";"2010-11-10";"2010-12-11";"0001-01-01";"D";"S";"AMICALE JEUNESSE ET SPORTS";"AMICALE JEUNESSE ET SPORTS";"entretenir des sentiments d'amitié et de bonne camaraderie entre tous les membres du personnel ; organiser des loisirs, manifestations pour les adhérents et leur famille ; venir en aide moralement et matériellement, dans la mesure des possibilités, aux agents en activité ou en retraite";"014030";"000000";"";"19";"";"RUE";"Maître Georges Lefèvre";"BP 4305_";"97502";"97500";"Saint-Pierre";"";"";"";"19  rue Maître Georges Lefèvre";"BP 4305";"97500";"Saint-Pierre";"FRANCE";"PF";"";"0";"";"A";"2011-05-12 20:00:02"
"W9S1000019";"251";"";"";"9S1P";"2010-11-29";"2010-11-29";"2010-12-25";"0001-01-01";"D";"S";"MAIN D'ARTISTE";"MAIN D'ARTISTE";"représentation des intérêts des professionnels des métiers d'art ; organisation d'action de promotion des savoir-faire des artistes et artisans professionnels de Saint-Pierre et Miquelon ; actions de développement de la filière ; mise en place de toutes actions de promotion, de commercialisation (manifestations, évènements, salons,...) pour les productions des Professionnels Métiers d'Art au niveau local, national et international, notamment dans le cadre de la coopération régionale ; organisation d'actions permettant des échanges entre les différents professionnels des métiers d'art, les autres acteurs du territoire, et le public ; transmission des savoir-faire, des valeurs et des entreprises de métiers d'art ; formation professionnelle ; mise en réseau de créateurs ; représentation de l'ensemble de ses membres auprès des administrations, collectivités locales, chambres consulaires et tous autres organismes administratifs ou économiques ; défense des intérêts communs des adhére";"006090";"000000";"La Butte";"67";"";"RUE";"Albert briand";"BP 4410_";"97502";"97500";"Saint-Pierre";"";"La Butte";"";"67  rue Albert briand";"BP 4410";"97500";"Saint-Pierre";"FRANCE";"PF";"";"0";"";"A";"2020-03-11 13:09:39"
"W9S1000020";"394250309";"";"";"9S1P";"2009-03-24";"2022-02-04";"2009-04-25";"0001-01-01";"D";"S";"LES ZIGOTOS";"LES ZIGOTOS";"pratique des activités sportives et culturelles de l'aviron, de la rame";"011025";"000000";"";"10";"";"RUE";"Maréchal de Lattre de tassigny";"BP 1399_";"97502";"97500";"Saint-Pierre";"Helene Gerard";"";"";"10  RUE MARÉCHAL DE LATTRE DE TASSIGNY";"";"97500";"SAINT-PIERRE";"FRANCE";"PM";"";"1";"";"A";"2022-02-07 17:09:41"
"W9S1000021";"386290908";"53342827200017";"";"9S1P";"2008-09-25";"2021-03-12";"2008-10-25";"0001-01-01";"D";"S";"PRIX LITTERAIRE DE L'ARCHIPEL DE SAINT-PIERRE ET MIQUELON";"PRIX LITTERAIRE DE SAINT-PIERRE ET MIQ";"décerner chaque année un prix littéraire à un auteur français, ayant publié une oeuvre de fiction ou d'autofiction, ou encore un récit de voyage développant le thème de l'ailleurs au sens plus large du terme";"006010";"000000";"";"74";"";"RUE";"Maréchal Foch";"BP 1703_";"97502";"97500";"Saint-Pierre";"";"";"";"74 RUE MARÉCHAL FOCH";"BP 1703";"97500";"ST PIERRE";"FRANCE";"SF";"";"1";"";"A";"2021-04-20 12:45:47"
"W9S1000022";"82170381";"";"";"9S1P";"1981-01-30";"2010-11-16";"1981-04-26";"0001-01-01";"D";"S";"SYNDICAT D'INITIATIVE, BUREAU DE TOURISME DE MIQUELON";"SYNDICAT D'INITIATIVE, BUREAU DE T...";"étudier et promouvoir le tourisme sur lîle de Miquelon-Langlade";"034240";"000000";"";"1";"";"RUE";"Antoine Soucy";"_";"97501";"97500";"Miquelon-Langlade";"";"";"";"1  rue Antoine Soucy";"";"97500";"Miquelon-Langlade";"FRANCE";"PM";"";"1";"";"A";"2010-12-13 18:42:00"
"W9S1000023";"307210302";"";"";"9S1P";"2002-06-21";"2020-05-06";"2002-08-03";"0001-01-01";"D";"S";"GYM TONIC";"GYM TONIC";"pratique de la gym d'entretien";"011105";"000000";"";"7";"";"RUE";"de Paris";"BP 2000_";"97502";"97500";"Saint-Pierre";"";"";"";"7 RUE DE PARIS";"";"97500";"SAINT-PIERRE";"FRANCE";"SF";"";"1";"";"A";"2020-11-04 20:00:08"
"W9S1000024";"";"";"";"9S1P";"2010-12-20";"2019-07-02";"2011-01-15";"2019-06-28";"D";"S";"FOYER SOCIO-EDUCATIF DU LYCEE EMILE LETOURNEL";"FOYER SOCIO-EDUCATIF DU LYCEE EMILE...";"participer au financement de voyages pédagogiques (P.A.E.) ; développer la vie sociale par l'établissement de liens avec les associations de la cité, par l'organisation de manifestations culturelles, par la participation aux activités de loisirs et de vacances et par l'animation de clubs spécialisés ; promouvoir le sens des responsabilités et de la vie civique ; participer aux actions collectives d'entraide et de solidarité ; lutter contre toute discrimination se fondant notamment sur le sexe, la religion, l'origine ethnique ou sociale ; valoriser la créativité, l'initiative et le goût d'entreprendre ; se familiariser aux méthodes participatives, au travail en équipe et à la prise de décision en groupe";"009015";"000000";"Lycée Emile Letournel";"";"";"RUE";"Marcel Bonin";"BP 4238_";"97502";"97500";"Saint-Pierre";"";"Lycée Emile Letournel";"";"rue Marcel Bonin";"BP 4238";"97500";"Saint-Pierre";"FRANCE";"PF";"";"0";"";"D";"2019-07-02 14:22:35"
"W9S1000025";"";"";"";"9S1P";"2010-12-17";"2012-07-05";"2011-01-15";"0001-01-01";"D";"S";"INTERNATIONAL POLICE ASSOCIATION, SECTION FRANÇAISE, DELEGATION TERRITORIALE DE SAINT-PIERRE ET MIQUELON";"INTERNATIONAL POLICE ASSOCIATION, S...";"créer et entretenir des liens d'amitié entre ses membres et avec tous les adhérents de l'I.P.A. (Inernational Police Association) ; faire naître et développer chez eux la vocation permanente de soutien mutuel ; faciliter les contacts entre les policiers des différents pays, en contribuant, de la sorte, à l'amélioration et à la normalisation des rapports qui existent entre la police et le public et que favorisant des activités sociales, culturelles et sportives...; assurer les échanges de correspondances, de vacances entre familles de policiers, entre enfants d'âge scolaire et universitaire ; organiser des voyages d'étude en vue du perfectionnement professionnel et culturel des adhérents ; participer, de façon dynamique et objective, à toute entreprise ayant pour mission d'unir tous les policiers du monde dans un sentiment de compréhension réciproque et de mutuelle camaraderie concrétisée par la devise esperantiste de l'I.P.A";"009050";"000000";"";"2";"";"RTE";"du Gabion (Savoyard)";"BP 798_";"97502";"97500";"Saint-Pierre";"";"";"";"2  route du Gabion (Savoyard)";"BP 798";"97500";"Saint-Pierre";"FRANCE";"PM";"";"0";"";"A";"2012-07-10 13:38:21"
"W9S1000026";"122070586";"";"";"9S1P";"1986-05-12";"2016-07-12";"1986-07-09";"0001-01-01";"D";"S";"ASSOCIATION DES PLAISANCIERS PÊCHEURS";"ASSOCIATION DES PLAISANCIERS PÊCHEURS";"défendre les activités traditionnelles et les loisirs des plaisanciers pêcheurs";"013010";"000000";"";"";"";"";"";"_";"97502";"97500";"Saint-Pierre";"";"";"";"";"";"97500";"Saint-Pierre";"FRANCE";"PM";"";"1";"";"A";"2016-07-22 15:05:00"
"W9S1000027";"20290953";"";"";"9S1P";"1953-09-29";"2021-11-23";"1953-10-31";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE ILIENNE AMATEURS (A.S.I.A.)";"ASSOCIATION SPORTIVE ILIENNE AMATEU...";"promouvoir la pratique et le développement du football ainsi que tout autre sport. Des activités de jeunesse et d'éducation populaire peuvent être mises en place dans l'intérêt des jeunes de l'archipel";"011075";"000000";"";"9,";"";"RUE";"Commandant Blaison";"BP 1128_";"97502";"97500";"Saint-Pierre";"QUÉDINET Ludivine";"";"BP 1128";"9, RUE COMMANDANT BLAISON";"";"97500";"SAINT-PIERRE";"FRANCE";"PF";"";"1";"";"A";"2021-11-23 14:45:52"
"W9S1000028";"274100699";"";"";"9S1P";"1999-06-09";"2021-10-20";"1999-07-17";"0001-01-01";"D";"S";"MAISON DU LYCEEN DE SAINT-PIERRE ET MIQUELON";"MAISON DU LYCEEN DE SAINT-PIERRE ET...";"fédérer les initiatives portées par les lycéens de l'établissement au service de l'intérêt collectif, notamment dans les domaines culturels, artistiques, sportifs et humanitaires";"009005";"000000";"Lycée d'Etat professionnel";"";"";"RUE";"Marcel Bonin";"BP 4238_";"97502";"97500";"Saint-Pierre";"Venot Anaïs";"LYCÉE D'ETAT PROFESSIONNEL";"";"RUE MARCEL BONIN";"";"97500";"SAINT-PIERRE";"FRANCE";"PF";"";"1";"";"A";"2021-10-20 17:11:42"
"W9S1000029";"293160701";"";"";"9S1P";"2001-07-16";"2011-01-18";"2001-11-17";"0001-01-01";"D";"S";"MIQUELON KARATE-DO";"MIQUELON KARATE-DO";"diffuser entre tous les membres les techniques et les connaissances dans le domaine du karaté et du budo japonais";"011150";"000000";"";"21";"";"RUE";"Jacques Vigneau";"BP 8231_";"97501";"97500";"Miquelon-Langlade";"";"";"";"rue des Embruns";"BP 8643";"97500";"Miquelon-Langlade";"FRANCE";"PM";"";"1";"";"A";"2011-07-20 20:00:01"
"W9S1000030";"";"";"";"9S1P";"2011-01-18";"2014-12-08";"0001-01-01";"2014-07-22";"D";"S";"UNION DES PROFESSIONNELS AGRICOLES";"UPRA";"réunir l'ensemble des professionnels agricoles et les personnes concernées par le développement de l'agriculture ; dynamiser le domaine agricole à l'aide d'un animateur et en favorisant la communication entre agriculteurs ; défendre les intérêts des professionnels agricoles et les représenter auprès de toutes les instances administratives, professionnelles et consulaires ; développer la formation des agriculteurs pour améliorer leur productivité ; organiser collectivement l'achat d'intrants agricoles ; diffuser toutes informations techniques, économiques et administratives permettant de réaliser l'objet social fixé par l'association ; soutenir techniquement les agriculteurs en place et accompagner les nouveaux porteurs de projets";"023020";"000000";"";"";"";"RTE";"des Îles de la Madeleine";"_";"97501";"97500";"Miquelon-Langlade";"";"";"";"Route des Îles de la Madeleine";"BP 8228";"97500";"Miquelon-Langlade";"FRANCE";"PM";"";"0";"";"D";"2014-12-09 17:41:56"
"W9S1000031";"126170986";"";"";"9S1P";"1986-09-18";"2011-01-21";"1986-10-22";"0001-01-01";"D";"S";"LES SAGITTAIRES";"LES SAGITTAIRES";"favoriser le développement du volley-ball féminin dans l'archipel, par des actions d'initiation des jeunes à ce sport et la préparation au volley-ball de compétition";"011085";"000000";"";"46";"";"RUE";"Albert Briand";"_";"97502";"97500";"Saint-Pierre";"";"";"";"46  rue Albert Briand";"";"97500";"Saint-Pierre";"FRANCE";"PM";"";"1";"";"A";"2011-02-07 20:30:48"
"W9S1000032";"";"";"";"9S1P";"2011-02-01";"2011-04-29";"2011-03-05";"0001-01-01";"D";"S";"ASSOCIATION JASON";"ASSOCIATION JASON";"apporter un soutien financier et humain au jeune Jason Lefèvre ainsi qu'à sa famille, lesquels devront faire face à des soins médicaux spécifiques nécessitant d'importantes levées de fonds";"017055";"000000";"";"20";"";"RUE";"Richard Bartlett";"BP 1349_";"97502";"97500";"Saint-Pierre";"";"";"";"20,  rue Richard Bartlett";"BP 1349";"97500";"Saint-Pierre";"FRANCE";"PF";"";"0";"";"A";"2011-10-29 20:00:01"
"W9S1000033";"38010573";"";"";"9S1P";"1973-05-01";"2008-08-04";"0001-01-01";"2008-08-04";"D";"S";"PREVOYANCE MUTUELLE DES PETITS PÊCHEURS DES ÎLES DE SAINT-PIERRE ET MIQUELON";"PREVOYANCE MUTUELLE DES PETITS PÊCH...";"venir en aide, dans la limite de ses ressources annuelles, aux marins professionnels, propriétaires d'embarcations et de matériel de pêche, vcitimes d'une perte totale et/ou avaries survenues en mer et/ou au port à la suite d'un naufrage, abordage, incendie, explosion, vol ainsi que d'incendie au remisage";"013010";"000000";"";"";"";"";"";"_";"97502";"97500";"Saint-Pierre";"";"";"";"";"";"97500";"Saint-Pierre";"FRANCE";"PM";"";"1";"";"D";"2011-02-08 20:00:02"
"W9S1000034";"47210175";"44972946600028";"";"9S1P";"1975-01-21";"2020-06-02";"1975-01-31";"0001-01-01";"D";"S";"FNE SAINT-PIERRE ET MIQUELON";"FNE SAINT-PIERRE ET MIQUELON";"observations naturalistes permanentes et compilations de données par les adhérents ; inventaire des peuplements des écosystèmes locaux ; suivi à long terme de populations faunistiques et floristiques, notamment marines ; recueil de données scientifiques spécifiques sur la faune et la flore ; accompagnement naturaliste et aide logistique à des missions scientifiques ; organisation de mission de formation à l'observation de terrain et à la reconnaissance des espèces vivantes pour les adhérents ; participer à des commissions territoriales qui traitent de problèmes environnementaux pour y apporter les connaissances biologiques de l'association ; organiser ou participer à des rassemblements de spécialistes scientifiques sur des thèmes intéressants le fonctionnement des écosystèmes locaux ; et toutes activités oeuvrant dans le domaine correspondant à l'objet de l'association";"024050";"000000";"";"";"";"";"";"BP 4421_";"97502";"97500";"Saint-Pierre";"";"";"";"";"BP 4421";"97500";"ST PIERRE";"FRANCE";"PM";"";"1";"";"A";"2020-12-01 20:00:03"
"W9S1000035";"02000022";"";"";"9S1P";"1922-01-02";"2021-05-06";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES ANCIENS COMBATTANTS";"ASSOCIATION DES ANCIENS COMBATTANTS";"association des anciens combattants";"038105";"000000";"";"";"";"";"";"_";"97502";"97500";"Saint-Pierre";"";"";"";"6 rue Soeur Césarine";"BP 4314";"97500";"SAINT-PIERRE";"FRANCE";"PM";"";"1";"";"A";"2021-11-04 20:00:03"
"W9S1000036";"06000048";"";"";"9S1P";"1948-09-10";"2020-06-05";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES ENGAGES VOLONTAIRES DE LA FRANCE LIBRE DES ILES SAINT-PIERRE ET MIQUELON";"ASSOCIATION DES ENGAGES VOLONTAIRES...";"unir dans un même esprit tous les Engagés Volontaires de la France Libre afin de leur assurer l'entraide nécessaire tant sur le plan matériel que moral ;  défendre leurs intérêts et leurs droits ; perpétuer le souvenir des hauts faits et des campagnes de la France Libre, et en particulier des Héros de Saint-Pierre";"038105";"000000";"";"6";"";"RUE";"Soeur Césarine";"BP 4314_";"97502";"97500";"Saint-Pierre";"";"";"";"6 RUE SOEUR CÉSARINE";"";"97500";"SAINT-PIERRE";"FRANCE";"PF";"";"1";"";"A";"2020-12-04 20:00:07"
"W9S1000037";"";"";"";"9S1P";"2011-02-11";"2011-02-11";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DE L'ECOLE SAINTE CROISINE";"ASSOCIATION DE L'ECOLE SAINTE CROI...";"participer aux activités de l'école quand celle-ci en émet le souhait ; améliorer le cadre de vie des élèves ; 
aider à la réalisation des projets pédagogiques de l'école ; 
fournir du matériel pédagogique aux enseignants ; 
proposer des activités ludiques, culturelles ou sportives aux élèves de l'école ; 
aider les enfants des familles défavorisées à participer à toutes les activités de l'école ;
organiser des actions de financement conjointes avec l'école permettant de réaliser les objectifs de l'association";"015025";"000000";"";"6";"";"RUE";"Borda";"BP 4245_";"97502";"97500";"Saint-Pierre";"";"Ecole Sainte Croisine";"";"6  rue Borda";"BP 4245";"97500";"Saint-Pierre";"FRANCE";"PM";"";"0";"";"A";"2011-08-13 20:00:02"
