id;id_ex;siret;rup_mi;gestion;date_creat;date_decla;date_publi;date_disso;nature;groupement;titre;titre_court;objet;objet_social1;objet_social2;adrs_complement;adrs_numvoie;adrs_repetition;adrs_typevoie;adrs_libvoie;adrs_distrib;adrs_codeinsee;adrs_codepostal;adrs_libcommune;adrg_declarant;adrg_complemid;adrg_complemgeo;adrg_libvoie;adrg_distrib;adrg_codepostal;adrg_achemine;adrg_pays;dir_civilite;siteweb;publiweb;observation;position;maj_time
"W551000011";"0551001441";"";"";"551P";"1979-01-12";"2021-12-23";"1979-01-25";"0001-01-01";"D";"S";"DOPAMINE";"AMICALE DES ELEVES ET ANCIENS ELEVE...";"créer et entretenir les relations amicales, culturelles et sociales entre les étudiants, élèves, personnels, anciens étudiants et élèves ; encourager et soutenir moralement les étudiants et élèves en formation
créer et maintenir des activités éducatives, sociales, culturelles, de cohésion et de divertissement";"018000";"010000";"IFS
Centre Hospitalier";"1";" ";"BD";"d'Argonne";"BP 510_";"55029";"55012";"Bar-le-Duc Cedex";"";"";"";"19 BIS RUE DU MOULIN";"";"55800";"NETTANCOURT";"FRANCE";"CP";"";"0";"";"A";"2022-01-04 12:45:43"
"W551000012";"0551001127";"";"";"551P";"1971-02-22";"2006-03-06";"1971-03-02";"1900-03-09";"D";"S";"SOLEIL LEVANT";"SOLEIL LEVANT";"Apporter une formation spirituelle, culturelle et sportive aux jeunes - Organiser des camps et des week ends pour les jeunes, des centres de vacances, des séjours d'adultes et de familles - Organiser toutes manifestations récréatives, sportives et culturelles - Acquérir ou prendre en location tous meubles et immeubles jugés nécessaires S'engage à garantir la liberté de conscience, le respect du principe de non-descrimination et le fonctionnement démocratique.";"009020";"000000";"";"1";" ";"RUE";"Félix Raugel";"_";"55224";"55000";"Haironville";"";"";"";"1 Rue Félix Raugel";"";"55000";"HAIRONVILLE";"FRANCE";"PM";"";"0";"";"D";"2009-09-09 14:52:01"
"W551000013";"";"";"";"551P";"2006-04-07";"2006-05-19";"0001-01-01";"2006-04-06";"D";"S";"AFQH";"AFQH";"Réunir les éleveurs, les propriétaires et les amateurs de la race ""QUATER HORSE"" afin de promouvoir, d'encourager et de développer cette race de chevaux sur le territoire français.";"011050";"000000";"";"7";" ";"RUE";"du Général Porson";"_";"55271";"55800";"Laheycourt";"";"";"";"7  Rue du Général Porson";"";"55800";"LAHEYCOURT";"FRANCE";"PM";"";"0";"";"D";"2010-08-20 16:16:36"
"W551000014";"";"";"";"551P";"2006-04-10";"2020-09-23";"0001-01-01";"0001-01-01";"D";"S";"LA GROSEILLE ET SES AMIS";"LA GROSEILLE ET SES AMIS";"La mise en valeur du ""patrimoine"" et des savoirs faire liés à la groseille et autres petits fruits à travers diverses actions : animation d'un local.... présentation de produits .... organisation d'évènements ""festifs"" sur le thème de la groseille .... participation à des manifestations.";"007060";"000000";"Mairie";"42";" ";"GRAN4";"";"_";"55373";"55500";"Nant-le-Grand";"";"Mairie";"";"42 grande rue";"";"55500";"NANT LE GRAND";"FRANCE";"PM";"";"0";"";"A";"2020-09-24 15:16:00"
"W551000015";"0551003030";"";"";"551P";"2005-10-10";"2010-02-18";"2005-10-22";"2009-12-31";"D";"S";"LES PETITS CALVINS";"LES PETITS CALVINS";"organiser des manifestations au profit des enfants du village (Saint Nicolas, Carnaval, fête de Noël, kermesse.....)";"009025";"000000";"";"14";" ";"RUE";"de l'Eglise";"_";"55494";"55170";"Sommelonne";"";"";"";"14 RUE DE L'EGLISE";"";"55170";"SOMMELONNE";"FRANCE";"PF";"";"0";"";"D";"2010-08-20 16:18:28"
"W551000016";"0551002056";"";"";"551P";"1989-06-19";"2021-07-08";"1989-08-16";"0001-01-01";"D";"S";"O.C.C.E. DE LA MEUSE - (OFFICE CENTRAL DE LA COOPERATION A L'ECOLE) -";"O.C.C.E. DE LA MEUSE";"permettre et favoriser à tous les degrés dans les écoles et dans les établissement laïques d'enseignement et d'éducation la création de coopératives scolaires et de foyers coopératifs (sociétés d'élèves gérées par eux mêmes avec le concours des adultes en vus d'activités communes).";"015025";"000000";"Inspection Académique de la Meuse";"24";" ";"AV";"du 94° R.I.";"BP 20564_";"55029";"55013";"Bar-le-Duc cedex";"";"PRINCIPAL HONORAIRE";"";"51 RUE DU PORT";"";"55000";"BAR LE DUC";"FRANCE";"PF";"";"0";"";"A";"2021-07-09 08:57:51"
"W551000017";"0551001674";"";"";"551P";"1983-05-03";"2021-01-25";"1983-05-12";"0001-01-01";"D";"S";"FAVEC 55 (ASSOCIATION DEPARTEMENTALE DES VEUVES ET DES VEUFS DE MEUSE)";"FAVEC 55";"aider, renseigner, défendre les veufs et les veuves, les soutenir dans leurs demandes ; lutter contre la solitude.";"009040";"000000";"";"15";" ";"RUE";"André Theuriet";"_";"55029";"55000";"Bar-le-Duc";"";"";"";"15  RUE ANDRé THEURIET";"";"55000";"BAR-LE-DUC";"FRANCE";"PM";"";"0";"";"A";"2021-07-27 20:00:05"
"W551000018";"0551001109";"";"";"551P";"1970-10-28";"2020-07-10";"1970-11-21";"0001-01-01";"D";"S";"LES R.A.B. (RETRAITES ACTIFS DU BARROIS)";"LES R.A.B.";"mise en oeuvre des solutions susceptibles de répondre aux besoins sociaux, familiaux, éducatifs, culturels et sportifs des habitants du quartier de la Ville Haute - Rompre la solitude et l'isolement - Favoriser les échanges intergénérations de 'savoir faire' et renouer avec les traditions - Organiser des déplacements , voyages, séjours culturels, touristiques soit de sa propre initiative ou soit en co organisation.";"014080";"000000";"";"4";" ";"BD";"des Ardennes";"_";"55029";"55000";"Bar-le-Duc";"";"";"";"12 RUE DES CERISIERS";"";"55000";"COMBLES EN BARROIS";"FRANCE";"PF";"";"0";"";"A";"2020-08-03 12:05:26"
"W551000019";"0551001500";"";"";"551P";"1980-03-04";"2011-11-09";"1980-03-14";"0001-01-01";"D";"S";"ASSOCIATION DE LOISIRS ET DE RANDONNEES REVINEENNE - ALRR";"ALRR";"développer et conserver les relations amicales entre les personnes agées et la population active - regrouper les diverses sections d'activité pratiquées par les retraités et les personnes disposant de temps libre.";"009040";"000000";"Mairie";"1";" ";"RUE";"de la Paix";"_";"55427";"55800";"Revigny-sur-Ornain";"";"";"";"1 Rue de la Paix";"";"55800";"REVIGNY SUR ORNAIN";"FRANCE";"PM";"";"0";"";"A";"2011-11-09 15:52:42"
"W551000020";"0551001365";"";"";"551P";"1977-06-28";"2012-01-05";"1977-07-10";"2011-04-22";"D";"S";"AMICALE DE LA DDAF-DSV DE LA MEUSE ET E.P.L. AGRO DE LA MEUSE";"AMICALE DE LA DDAF-DSV DE LA MEUSE ET";"défendre les intérêts moraux et matériels de ses membres - créer et développer entre eux des liens d'amitié et de solidarité par des activités sportives, artistiques, culturelles, d'éducation populaire et par des manifestations d'entraide.Elle s'interdit toute appartenance politique,confessionnelle ou idéologique";"014030";"000000";"";"11";" ";"RUE";"Jeanne d'Arc";"_";"55029";"55000";"Bar-le-Duc";"";"DDT DE LA MEUSE";"PARC BRADFER";"14 RUE ANTOINE DURENNE";"";"55012";"BAR LE DUC CEDEX";"FRANCE";"PF";"";"0";"";"D";"2012-01-21 09:08:10"
"W551000022";"";"";"";"551P";"2006-04-13";"2006-04-13";"0001-01-01";"0001-01-01";"D";"S";"ACETONE";"ACETONE";"organisationde répétitions musicales et de concerts.";"006030";"000000";"";"45";" ";"RUE";"Sainte Anne";"_";"55291";"55500";"Ligny-en-Barrois";"";"";"";"45  Rue Sainte Anne";"";"55500";"LIGNY EN BARROIS";"FRANCE";"PM";"";"0";"";"A";"2010-08-20 16:24:05"
"W551000023";"";"";"";"551P";"2006-04-13";"2006-04-13";"0001-01-01";"0001-01-01";"D";"S";"AFRISOL (DEVELOPPEMENT ET SOLIDARITE AFRIQUE)";"AFRISOL";"aider les artisans africains à améliorer leurs conditions de vie.";"020015";"000000";"";"2";" ";"SENT3";"des Genties";"_";"55029";"55000";"Bar-le-Duc";"";"";"";"2  Sentier des Genties";"";"55000";"BAR LE DUC";"FRANCE";"PM";"";"0";"";"A";"2010-08-20 16:24:17"
"W551000024";"2476";"";"";"551P";"1996-03-14";"2006-04-14";"1996-04-10";"0001-01-01";"D";"S";"ASSOCIATION POUR LA PROMOTION DE LA FAMILLE EN MEUSE (APPF 55)";"APPF 55";"promouvoir toute action en faveur de la famille fondée sur le mariage, cellule de base de la société - de recueillir le soutien de personnalités, intervenir auprès des pouvoirs publics, des médias, des organisations gouvernementales ou non gouvernementales, etc........";"019005";"019005";"Le Moulin";"";" ";"RUE";"";"_";"55504";"55000";"Tannois";"";"Le Moulin";"";"";"";"55000";"TANNOIS";"FRANCE";"PF";"";"0";"";"A";"2010-08-20 16:24:30"
"W551000025";"2651";"";"";"551P";"1998-09-21";"2019-10-21";"1998-10-24";"0001-01-01";"D";"S";"ASSOCIATION DES JEUNES DIRIGEANTS D'ENTREPRISE (C.J.D.)";"CJD";"regroupement des dirigeants d'entreprise, qui par la recherche, l'expérimentation, la formation et l'innovation, visent à adapter les structures de l'entreprise au monde de demain et, en particulier, à mettre l'économie au service de l'homme.";"023040";"023040";"Parc Bradfer";"6";" ";"RUE";"Antoine Durenne";"_";"55029";"55014";"Bar-le-Duc Cedex";"";"PARC BRADFER";"";"6  RUE ANTOINE DURENNE";"";"55014";"BAR-LE-DUC Cedex";"FRANCE";"PF";"";"0";"";"A";"2019-11-21 16:16:45"
"W551000026";"0551002179";"";"";"551P";"1991-06-13";"2006-04-14";"1981-07-17";"2006-03-30";"D";"S";"MEUSE SOLIDARITE LOGEMENT";"MEUSE SOLIDARITE LOGEMENT";"gérer les fonds de Solidarité Logement dans le cadre du plan départemental d'action pour le logement des personnes.";"032510";"000000";"";"";" ";"";"";"_";"55029";"55000";"Bar-le-Duc";"";"";"";"";"";"55000";"BAR LE DUC";"FRANCE";"PM";"";"0";"";"D";"2010-08-20 16:24:59"
"W551000027";"2647";"49015657700010";"";"551P";"1998-09-21";"2018-02-08";"1998-10-17";"0001-01-01";"D";"S";"COMITE MEUSE ET TRIANGLE DE BILLARD";"COMITE MEUSE ET TRIANGLE DE BILLARD";"d'organiser le sport billard et d'en favoriser l'accès à toutes et à tous ; la promotion du billard doit être un moyen d'éducation et de culture, un moyen d'intégration et un moyen de participation à la vie sociale et citoyenne ; de rechercher et de faciliter l'adhésion à la ffb de nouveaux membres (associations sportives, membres partenaires tels que définis à l'article 1 ; 3 des présents statuts) , de soutenir leurs efforts, de diriger et de coordonner leurs activités, en favorisant et propageant l'exercice du sport billard ; de promouvoir, diriger et développer la pratique des différents types de jeu sous toutes leurs formes ; d'organiser la pratique compétitive et de haut niveau, dans le respect des codes sportifs et règlements édictés par la ligue et par la ffb ; de vérifier au strict respect des dispositions du code du sport relatives à l'organisation et à la promotion des activités physiques et sportives ; de participer à l'éducation par l'enseignement de ses disciplines et par la formation de ses cadres ; de collaborer solidairement à la vie et au développement des activités physiques et sportives sur le territoire régional en représentant le billard dans les instances du mouvement sportif régional et auprès des services concernés de l'état (direction départementale de la cohésion sociale et de la protection de la population (ddcspp) ) ; de rendre compte à la ligue des résultats des épreuves organisées ainsi que des sanctions prises à l'encontre des groupements et des personnes ressortant de sa compétence ; de contrôler, en tant que représentant de la ligue, la régularité du déroulement des épreuves et la transmission des résultats ; de délivrer les titres de champions du département, prérogative attribuée par délégation";"007010";"007010";"";"3";" ";"RUE";"Robert Lhuerre";"";"55029";"55000";"Bar-le-Duc";"";"";"";"3 rue Robert Lhuerre - Logement 10";"";"55000";"BAR LE DUC";"FRANCE";"MG";"http://cmtbillard.com";"0";"";"A";"2018-08-10 20:00:05"
"W551000028";"0551001567";"";"";"551P";"1981-09-29";"2018-05-16";"1981-10-16";"0001-01-01";"D";"S";"OFFICE DU TOURISME - SYNDICAT D'INITIATIVE DE REVIGNY SUR ORNAIN ET SA REGION";"OFFICE DU TOURISME - SYNDICAT D'IN...";"animation et essor de Revigny sur Ornain";"034240";"000000";"Bureau de l'Office de Tourisme";"";" ";"RUE";"du Stade";"_";"55427";"55800";"Revigny-sur-Ornain";"";"";"";"1 QUAI DES GRAVIERES";"";"55800";"REVIGNY SUR ORNAIN";"FRANCE";"PM";"www.ot-revigny-ornain.fr";"0";"";"A";"2018-05-25 14:33:59"
"W551000029";"0551002741";"";"";"551P";"2000-05-24";"2013-06-18";"2000-07-01";"2012-12-15";"D";"S";"AMICALE DES POSTIERS DE LA P.F.C. (PLATE FORME COLIS)";"AMICALE DES POSTIERS DE LA P.F.C. (...";"Organiser le noël des enfants de postiers, proposer divers loisirs aux adhérents, participer aux évènements familiaux des adhérents, gérer le stock de palettes recyclables de la PCF";"014030";"000000";"PLATE FORME COLIPOSTE";"";" ";"";"";"BP 534_Z.i. de Popey";"55029";"55013";"Bar-le-Duc Cedex";"";"";"40 AVENUE DU GENERAL DE GAULLE";"";"";"55190";"PAGNY SUR MEUSE";"FRANCE";"PM";"";"0";"";"D";"2013-06-29 12:46:27"
"W551000030";"0551000224";"";"";"551P";"1927-12-19";"2013-09-10";"1928-01-08";"0001-01-01";"D";"S";"AMICALE ANCERVILLOISE";"AMICALE ANCERVILLOISE";"aide au développement artistique, intellectuel et culturel de ses membres par le découverte et la pratique musicale. Elle se déclare laïque mais s'interdit aucune participation à une manifestation quel qu'en soit son caractère. L'esprit amicaliste est la clé de voute de l'association.";"006030";"000000";"";"10 bis";" ";"RUE";"des Ferrières";"_";"55010";"55170";"Ancerville";"";"";"";"10 Rue des Ferrières";"";"55170";"ANCERVILLE";"FRANCE";"PF";"";"0";"";"A";"2013-09-20 15:23:49"
"W551000031";"";"";"";"551P";"2006-04-20";"2006-04-20";"0001-01-01";"0001-01-01";"D";"S";"XXXXXXX";"XXXXXXX";"XXXXX";"020000";"000000";"XX";"";" ";"";"";"_";"55029";"55000";"Bar-le-Duc";"";"XX";"";"XX";"";"55000";"BAR LE DUC";"FRANCE";"PM";"";"0";"";"A";"2008-08-11 20:22:35"
"W551000032";"0551001093";"";"";"551P";"1970-06-12";"2020-09-24";"1970-06-26";"0001-01-01";"D";"S";"CENTRE DE PLONGEE DU BARROIS (CPB)";"CPB";"éducation intellectuelle, morale et physique des enfants, adolescents et adultes.";"011125";"000000";"";"6";" ";"RUE";"Du Général De Gaulle";"_";"55291";"55500";"Ligny-en-Barrois";"";"";"";"6  RUE DU GéNéRAL DE GAULLE";"";"55500";"LIGNY-EN-BARROIS";"FRANCE";"PM";"www.plongeedubarrois.com";"0";"";"A";"2021-03-25 20:00:06"
"W551000033";"2507";"";"";"551P";"1996-10-03";"2008-11-26";"1996-10-16";"0001-01-01";"D";"S";"BARROIS BASKET LOISIRS (BCL)";"BCL";"pratique du Basket Ball en sport de loisir sans compétition en championnat.";"011065";"011065";"";"1";" ";"RUE";"Salvador Allendé";"_";"55519";"55310";"Tronville-en-Barrois";"";"";"41 rue de Ligny";"1  Rue Salvador Allendé";"";"55000";"VELAINES";"FRANCE";"PM";"";"0";"";"A";"2010-08-20 16:26:53"
"W551000034";"0551000751";"";"";"551P";"1955-05-20";"2015-05-20";"1955-06-11";"0001-01-01";"D";"S";"FOYER RURAL DE BEAUSITE";"FOYER RURAL DE BEAUSITE";"promouvoir, soutenir, favoriser les oeuvres d'éducation populaires.";"009025";"000000";"";"4";" ";"RUE";"Berne";"_";"55040";"55250";"Beausite";"";"";"";"";"";"55250";"BEAUSITE";"FRANCE";"PF";"";"0";"";"A";"2015-05-26 10:38:58"
"W551000035";"0551002860";"";"";"551P";"2002-05-30";"2014-07-09";"2002-06-15";"0001-01-01";"D";"S";"A.C.C.A. DE SOMMEILLES";"A.C.C.A. DE SOMMEILLES";"Gérer et organiser la chasse communale.";"013005";"000000";"Mairie";"1";" ";"PL";"de la Mairie";"_";"55493";"55800";"Sommeilles";"";"Mairie";"";"1 Place de la Mairie";"";"55800";"SOMMEILLES";"FRANCE";"PM";"";"0";"";"A";"2014-11-24 10:52:17"
"W551000036";"0551001262";"";"";"551P";"1974-09-17";"2017-08-07";"1974-09-25";"0001-01-01";"D";"S";"A.C.C.A. DE SAVONNIERES DEVANT BAR";"A.C.C.A. DE SAVONNIERES DEVANT BAR";"favoriser sur son territoire le développement du gibier et la destruction des animaux nuisibles, la répression du braconnage, l'éducation cynégétique de ses membres dans le respect des propriétés et des récoltes, et en général assurer une meilleur organisation technique de la chasse pour permettre aux chasseurs un meilleur exercice de ce sport.";"013005";"000000";"Mairie";"";" ";"";"";"_";"55476";"55000";"Savonnières-devant-Bar";"";"Mairie";"";"";"";"55000";"SAVONNIERES DEVANT BAR";"FRANCE";"PM";"";"0";"";"A";"2017-08-16 11:47:17"
"W551000037";"0551001759";"";"";"551P";"1985-03-30";"2006-04-21";"1985-05-02";"2006-04-10";"D";"S";"ENTRAIDE 2000";"ENTRAIDE 2000";"organisation de bourses aux vêtements ; après midi couture, tricot, cuisine, intermédiaires avec baby sitters.";"009000";"000000";"";"";" ";"";"";"_27, rue de Cousancelles";"55132";"55170";"Cousances-les-Forges";"";"";"";"";"27, rue de Cousancelles";"55170";"COUSANCES LES FORGES";"FRANCE";"PM";"";"0";"";"D";"2008-08-11 20:22:35"
"W551000038";"2532";"";"";"551P";"1997-02-19";"2006-04-24";"1997-03-12";"0001-01-01";"D";"S";"ENERGIK";"ENERGIK";"mettre en relation les élèves de vente du Lycée Professionnel Régional Emile Zola avec les entreprises dans le cadre de leurs activités commerciales.";"015065";"015065";"LEP Emile Zola";"5";" ";"RUE";"d'Anjou";"_";"55029";"55000";"Bar-le-Duc";"";"LEP Emile Zola";"";"5 Rue d'Anjou";"";"55000";"BAR LE DUC";"FRANCE";"PM";"";"0";"";"A";"2010-08-20 16:28:14"
"W551000039";"0551001317";"";"";"551P";"1976-04-27";"2008-06-25";"1976-05-07";"0001-01-01";"D";"S";"A.C.C.A. DE VASSINCOURT";"A.C.C.A. DE VASSINCOURT";"Réglementation locale de la chasse et repeuplement en gibier.";"013005";"000000";"Mairie";"";" ";"";"";"_";"55531";"55800";"Vassincourt";"";"Mairie";"";"";"";"55800";"VASSINCOURT";"FRANCE";"PM";"";"0";"";"A";"2010-07-13 16:46:29"
"W551000040";"0551002866";"";"";"551P";"2002-06-26";"2017-08-02";"2002-09-07";"0001-01-01";"D";"S";"ASSOCIATION MEUSIENNE DE CREMATION";"ASSOCIATION MEUSIENNE DE CREMATION";"Propagation de l'incinération ; assistance aux familles ou ayants droit ; incitation au développement des équipements crématistes. Ester en justice pour la défense de ses adhérents ; protection de l'environnement.";"023040";"000000";"";"9";" ";"RUE";"de Champagne";"_";"55029";"55000";"Bar-le-Duc";"";"";"";"9  RUE DE CHAMPAGNE";"";"55000";"BAR-LE-DUC";"FRANCE";"PM";"";"0";"";"A";"2017-08-11 12:29:46"
"W551000041";"";"";"";"551P";"2006-05-15";"2008-08-11";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION COMMUNALE DE CHASSE AGREE DE FAINS VEEL";"ACCA FAINS VEEL";"Fédération des différentes sociétés de chasse en une seule ; gestion gibier ; régulation des nuisibles ; respect des propriétés.";"013005";"000000";"";"6";" ";"AV";"de la Libération";"_";"55186";"55000";"Fains-Véel";"";"";"";"6 AVENUE DE LA LIBERATION";"";"55000";"FAINS-VÉEL";"FRANCE";"PM";"";"0";"";"A";"2010-08-20 16:28:50"
"W551000042";"0551001097";"";"";"551P";"1970-07-15";"2021-07-09";"1970-08-12";"0001-01-01";"D";"S";"ASSOCIATION LOCALE ADMR DE LIGNY";"ADMR DE LIGNY";"aider matériellement et moralement les familles du milieu rural.";"019005";"000000";"";"5";" ";"RUE";"de Strasbourg";"_";"55291";"55500";"Ligny-en-Barrois";"";"LA LOUISIANNE";"";"";"";"55500";"NANT LE PETIT";"FRANCE";"PM";"";"0";"";"A";"2021-07-09 15:41:28"
"W551000043";"0551002882";"";"";"551P";"2002-11-07";"2009-07-06";"2003-01-04";"2009-06-02";"D";"S";"FORME, JOIE ET SANTE";"FORME, JOIE ET SANTE";"Pratique de l'éducation physique et de la gymnastique volontaire";"011005";"000000";"";"20";" ";"RUE";"de Frémy";"_";"55010";"55170";"Ancerville";"";"";"";"";"13 CHALAIDE DU MOULIN";"55170";"ANCERVILLE";"FRANCE";"PM";"";"0";"";"D";"2010-08-20 16:29:15"
"W551000044";"0551000766";"";"";"551P";"1955-11-27";"2006-05-15";"1955-12-24";"0001-01-01";"D";"S";"COMITE DEPARTEMENTAL DES OEUVRES SOCIALES DE LA POSTE DE LA MEUSE";"COMITE DEPARTEMENTAL DES OEUVRES SO...";"Aide sociale aux agents de La Poste et à leurs ayants droit.";"014025";"000000";"";"";" ";"";"";"_16 quai Victor Hugo";"55029";"55000";"Bar-le-Duc";"";"";"";"";"16 quai Victor Hugo";"55000";"BAR LE DUC";"FRANCE";"PM";"";"0";"";"A";"2010-08-20 16:29:40"
