id;id_ex;siret;rup_mi;gestion;date_creat;date_decla;date_publi;date_disso;nature;groupement;titre;titre_court;objet;objet_social1;objet_social2;adrs_complement;adrs_numvoie;adrs_repetition;adrs_typevoie;adrs_libvoie;adrs_distrib;adrs_codeinsee;adrs_codepostal;adrs_libcommune;adrg_declarant;adrg_complemid;adrg_complemgeo;adrg_libvoie;adrg_distrib;adrg_codepostal;adrg_achemine;adrg_pays;dir_civilite;siteweb;publiweb;observation;position;maj_time
"W2B2000011";"02B1003111";"";"";"2B2P";"1994-01-18";"2009-01-08";"1994-02-09";"0001-01-01";"D";"S";"MONSERRATO";"MONSERRATO";"PRESERVATION DE L'ENVIRONNEMENT DU SITE MONSERRATO-BELGODERE-SAINTAPOLLONIE";"024020";"000000";"";"";" ";"";"VILLA L'AMBADA";"_CHEMIN DE MONSERRATO";"2B033";"20200";"Bastia";"";"";"";"VILLA L'AMBADA";"CHEMIN DE MONSERRATO";"20200";"BASTIA";"FRANCE";"PF";"";"0";"";"A";"2009-01-13 11:24:28"
"W2B2000012";"02B1002197";"";"";"2B2P";"1988-03-14";"2006-01-31";"1988-04-13";"2006-01-22";"D";"S";"FORME ET DETENTE";"FORME ET DETENTE";"PRATIQUER LE HATA YOGA ET LA CULTURE PHYSIQUE.";"011000";"000000";"";"";" ";"";"";"_LIEU DIT SCALO";"2B307";"20230";"Santa-Lucia-di-Moriani";"";"";"";"";"LIEU DIT SCALO";"20230";"SANTA LUCIA DI MORIANI";"FRANCE";"PM";"";"0";"";"D";"2008-08-11 18:27:26"
"W2B2000013";"02B1004436";"";"";"2B2P";"2002-01-07";"2017-01-06";"2002-01-26";"0001-01-01";"D";"S";"U CUNVENTU";"U CUNVENTU";"DEFENSE ET VALORISATION DU PATRIMOINE HISTORIQUE DE PINO AINSI QUE SAUVEGARDER L'ENVIRONNEMENT.";"010022";"000000";"";"";" ";"";"";"_";"2B233";"20228";"Pino";"";"";"";"";"";"20228";"PINO";"FRANCE";"PM";"";"0";"";"A";"2017-01-10 09:06:56"
"W2B2000014";"02B1001036";"";"";"2B2P";"1977-09-02";"2016-03-14";"1977-09-11";"0001-01-01";"D";"S";"CENTRE D'ANIMATION CULTUREL";"CENTRE D'ANIMATION CULTUREL";"la conception, la réalisation, l'organisation, la programmation d'activités et d'actions structurées autour des pôles: culture éducatif, artistique, (arts du temps et arts plastiques), sportif et économique, durant toute l'année, que ce soit en établissement fermé ou en plei air, en vue notamment de produire ou de diffuser des expositions, des spectacles";"009030";"009030";"";"";" ";"";"U Carugju";"_Maison Santandrea Village";"2B207";"20213";"Penta-di-Casinca";"";"U CARUGJU";"MAISON SANTANDREA VILLAGE";"";"";"20213";"PENTA-DI-CASINCA";"FRANCE";"PF";"";"1";"";"A";"2016-09-13 20:00:03"
"W2B2000015";"02B1002569";"";"";"2B2P";"1990-07-10";"2007-12-20";"1990-07-25";"0001-01-01";"D";"S";"ASSOCIATION POUR L'EMPLOI ET L'INSERTION DANS LES ENTREPRISES (E.I.D.E.)";"ASSOCIATION POUR L'EMPLOI ET L'IN...";"LA REFLEXION ET L'ACTION SUR LES PROBLEMES D'INSERTION ECONOMIQUE,SOCIALE ET CULTURELLE, L'AIDE AU PUBLIC EN DIFFICULTE. LA COLLABORATION AVEC LES COLLECTIVITES LOCALES ET REGIONALES, LES";"030000";"000000";"";"10";" ";"RUE";"Chanoine Bonerandi";"_";"2B033";"20200";"Bastia";"";"";"";"57 BOULEVARD DGRAZIANI";"";"20200";"BASTIA";"FRANCE";"PM";"";"0";"reprise auto => date publication création au JO à vérifier";"A";"2009-09-15 14:27:56"
"W2B2000016";"02B1001052";"";"";"2B2P";"1977-11-03";"2007-09-03";"1977-11-17";"0001-01-01";"D";"S";"ASSOCIATION SPORTS ET LOISIRS DE NONZA";"ASSOCIATION SPORTS ET LOISIRS DE NO...";"DEVELOPPER LA PRATIQUE DES SPORTS AFIN DE FAIRE REVIVRE, A L'OCCASION DE NOMBREUSES RENCONTRES, LE VILLAGE ET SA REGION.";"011000";"000000";"";"";" ";"";"";"_";"2B178";"20217";"Nonza";"";"";"";"";"";"20217";"NONZA";"FRANCE";"PM";"";"0";"reprise auto => date publication création au JO à vérifier";"A";"2007-09-05 15:15:38"
"W2B2000017";"02B1001173";"";"";"2B2P";"1979-02-16";"2017-01-09";"1979-03-01";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE DE FIGARELLA DITE: SPORT ATHLETIC";"SPORT ATHLETIC";"PRATIQUE  DE L'EDUCTION PHYSIQUE";"011000";"011000";"";"";" ";"";"";"_FIGARELLA";"2B309";"20200";"Santa-Maria-di-Lota";"";"";"";"";"FIGARELLA";"20200";"SANTA MARIA DI LOTA";"FRANCE";"PM";"";"1";"";"A";"2017-01-11 14:20:55"
"W2B2000018";"02B1004996";"";"";"2B2P";"2005-06-14";"2006-02-14";"2005-07-09";"0001-01-01";"D";"S";"PASSERELLE KIRNEA";"PASSERELLE KIRNEA";"LA MISE EN OEUVRE D'UNE FOIRE D'EXPOSITION EURO MEDITERRANEENNE - FAVORISER: SOCIAL (EXTENSION D'ACTIVITE, PRIORITE AUX TH) - ECONOMIQUE (DYNAMISER ET/OU REDYNAMISER LES MULTI- SECTEURS).";"023000";"000000";"";"";" ";"";"";"_LE CEZANNE RUE MARCEL PAUL";"2B033";"20200";"Bastia";"";"";"";"";"LE CEZANNE RUE MARCEL PAUL";"20200";"BASTIA";"FRANCE";"PF";"";"0";"";"A";"2008-08-11 18:27:26"
"W2B2000019";"02B1004836";"";"";"2B2P";"2004-04-08";"2008-03-19";"2004-05-08";"0001-01-01";"D";"S";"BORGO CARABINE";"BORGO CARABINE";"DEVELOPPEMENT ET PROMOTION DU TIR SPORTIF ET DE LOISIR Â LA CARABINE ET Â L'ARME D'EPAULE";"011000";"000000";"";"";" ";"";"";"_VILLA AU GRE DES VENTS CALONE VALROSE";"2B042";"20290";"Borgo";"";"";"";"";"VILLA AU GRE DES VENTS CALONE VALROSE";"20290";"BORGO";"FRANCE";"PM";"";"0";"";"A";"2008-03-19 10:51:54"
"W2B2000020";"02B1005069";"";"";"2B2P";"2005-09-07";"2006-02-17";"2005-10-01";"2005-11-18";"D";"S";"ECOLE DE FORMATION TECHNIQUE DE KUNG-FU";"ECOLE DE FORMATION TECHNIQUE DE KUN...";"LA PRATIQUE , LA PROMOTION, LE DEVELOPPEMENT DU KUNG-FU DE SHAOLIN PAR TOUS LES MOYENS ET ACTIONS PERMIS PAR LA LEGISLATION EN VIGUEUR";"011000";"000000";"";"";" ";"";"";"_RESIDENCE SAINT MICHEL CASAMOZZA";"2B148";"20290";"Lucciana";"";"";"";"";"RESIDENCE SAINT MICHEL CASAMOZZA";"20290";"LUCCIANA";"FRANCE";"PM";"";"0";"";"D";"2008-08-11 18:27:26"
"W2B2000021";"02B1004639";"";"";"2B2P";"2003-02-06";"2015-03-30";"2003-03-15";"0001-01-01";"D";"S";"CAVALLU D'INDI STELLA";"CAVALLU D\'INDI STELLA";"randonnée équestre, poney-club, cours d'équitation, pensions, stages à thèmes, débourrage, élevage";"011000";"000000";"";"";" ";"";"";"_VALROSE - SAN ORNELLO";"2B042";"20290";"Borgo";"";"";"";"";"VALROSE - SAN ORNELLO";"20290";"BORGO";"FRANCE";"PF";"";"0";"";"A";"2015-04-01 10:45:18"
"W2B2000022";"";"";"";"2B2P";"2006-02-06";"2006-02-06";"0001-01-01";"0001-01-01";"D";"S";"JAM";"JAM";"PROMOUVOIR LA SCENE MUSICAL R2GIONALE EN CORSE?, SUR LE TERRITOIRE NATIONAL ET A L'ETRANGER - AIDE A LA CREATION ET A LA PRODUCTION INSULAIRE - ACTIVITES P2DAGOGIQUES AYANT POUR SUPPORT LA MUSIQUE, L'EXPRESSION SCENIQUE, LES ARTS PLASTIQUES, LE MULTIMEDIQS";"006030";"000000";"";"BT B";"B";"RES";"LES ASPHODELES";"_QUARTIER ANNONCIADE";"2B033";"20200";"Bastia";"";"";"";"BT B Résidence LES ASPHODELES";"QUARTIER ANNONCIADE";"20200";"BASTIA";"FRANCE";"PF";"";"0";"";"A";"2008-08-11 18:27:26"
"W2B2000023";"";"";"";"2B2P";"2006-02-07";"2006-02-07";"0001-01-01";"0001-01-01";"D";"S";"L'ALLEGRIA";"L'ALLEGRIA";"ORGANISATION  ET ANIMATION CULTURELLE";"009000";"000000";"";"BT 3";" ";"RES";"LES FLORALIES";"_";"2B037";"20620";"Biguglia";"";"";"";"BT 3  Résidence LES FLORALIES";"";"20620";"BIGUGLIA";"FRANCE";"PM";"";"0";"";"A";"2008-08-11 18:27:26"
"W2B2000024";"";"";"";"2B2P";"2006-02-06";"2020-02-05";"0001-01-01";"0001-01-01";"D";"S";"PENTA' RT EXPRESSION";"PENTA'RT EXPRESSION";"LA REALISATION ET ORGANISATION DE L'EVENEMENT CULTUREL ET ARTISTIQUE DU VILLAGE DE PENTA DI CASINCA";"006000";"000000";"C/Mme DUCRET Françoise";"";" ";"LD";"Calane";"_FOLELLI";"2B207";"20213";"Penta-di-Casinca";"";"";"";"LIEU DIT CALANE";"FOLELLI";"20213";"PENTA-DI-CASINCA";"FRANCE";"PF";"";"0";"";"A";"2020-02-07 13:18:54"
"W2B2000025";"";"";"";"2B2P";"2006-02-13";"2007-05-14";"0001-01-01";"2007-05-09";"D";"S";"ASSOCIATION CRE-ART";"CRE-ART";"PROMOUVOIR ET DEVELOPPER L'ARTISANAT";"006090";"000000";"";"";" ";"LD";"Paterno, route d'Agliani";"_";"2B120";"20600";"Furiani";"";"";"";"Place de l'église";"";"20600";"FURIANI";"FRANCE";"PM";"";"0";"";"D";"2007-07-09 08:01:32"
"W2B2000026";"";"";"";"2B2P";"2006-02-10";"2006-06-02";"0001-01-01";"0001-01-01";"D";"S";"INSEME OSTRICONI";"INSEME OSTRICONI";"CONTRIBUER PAR TOUTE ACTION APPROPRIE AU DEVELOPPEMENT DE LA MICRO REGION ET DES MICRO REGIONS LIMITROPHES - FAIRE PARTICIPER LES HABITANTS A L'AMELIORATION DE LEUR CONDITION DE VIE AU DEVELOPPEMENT DE L4EDUCATION ET L'EXPRESSION CULTURELLE ET SPORTIVE AU RENFORCEMENT DES SOLIDARITES A LA PREVENTION ET/OU A LA REDUCTION DES EXCLUSIONS, FAVORISER LE RAPPROCHEMENT DES GENERATIONS";"024045";"000000";"";"";" ";"LD";"BADELLA";"_";"2B223";"20218";"Pietralba";"";"";"";"Lieu-dit BADELLA";"";"20218";"PIETRALBA";"FRANCE";"PF";"";"1";"";"A";"2008-08-11 18:27:26"
"W2B2000027";"02B1000272";"";"";"2B2P";"1957-02-14";"2021-05-17";"1957-02-23";"0001-01-01";"D";"S";"SOCIETE DES SCIENCES HISTORIQUES ET NATURELLES DE LA CORSE";"SOCIETE DES SCIENCES HISTORIQUES ET...";"RECHERCHE SCIENTIFIQUE EN CORSE ET ETUDE DE TOUTES LES SCIENCES DEL'HOMME OU DE LA NATURE DANS LEURS RAPPORTS AVEC LA CORSE.";"024035";"000000";"Maison des Associations";"";" ";"RUE";"Docteur Morucci";"_";"2B033";"20200";"Bastia";"";"MAISON DES ASSOCIATIONS";"";"RUE DU DOCTEUR MORUCCI";"";"20200";"BASTIA";"FRANCE";"PM";"";"0";"";"A";"2021-05-18 14:28:15"
"W2B2000028";"02B1001907";"";"";"2B2P";"1986-02-17";"2008-01-11";"1986-03-26";"0001-01-01";"D";"S";"' CENTRE AVENIR '";"' CENTRE AVENIR '";"ASSURER UNE GARDERIE PERISCOLAIRE POUR LES ENFANTS DES ECOLES MATERNELLES ET PRIMAIRES DU CENTRE 1 ET 2.";"019047";"000000";"";"";" ";"RUE";"";"_SAINT FRANCOIS";"2B033";"20200";"Bastia";"";"";"";"Rue";"SAINT FRANCOIS";"20200";"BASTIA";"FRANCE";"PF";"";"1";"";"A";"2008-01-16 11:51:04"
"W2B2000029";"02B1004310";"";"";"2B2P";"2001-01-25";"2006-02-20";"2001-02-17";"0001-01-01";"D";"S";"RENCONTRES SCIENTIFIQUES DE CORSE";"RENCONTRES SCIENTIFIQUES DE CORSE";"APPORTER DE FACON REGULIERE UNE INFORMATION RECENTE SUR LES PROGRES DES SCIENCES MEDICALES (NEUROLOGIQUES ET PSYCHIATRIQUES) ET DE LEURS PRATIQUES SUSCEPTIBLES D'INTERESSER LA COMMUNAUTE MEDICALE CORSE ET D'EN FAIRE BENEFICIER SA POPULATION.I";"017200";"000000";"";"28";" ";"RUE";"cesar campinchi";"_";"2B033";"20200";"Bastia";"";"";"";"28 Rue cesar campinchi";"";"20200";"BASTIA";"FRANCE";"PM";"";"0";"";"A";"2008-08-11 18:27:26"
"W2B2000030";"02B1003669";"";"";"2B2P";"1997-03-26";"2012-01-27";"1997-04-26";"0001-01-01";"D";"S";"FOYER RURAL A RIBANDULA";"FOYER RURAL A RIBANDULA";"ANIMATION SOCIO CULTURELLE DE LA COMMUNE DE TOMINO SOUS TOUTES SES FORMES Y COMPRIS ORGANISATION DE FESTIVITES RENCONTRES AMICALES ET ACTIVITES ARTISTIQUES DIVERSES";"009030";"000000";"";"";" ";"";"mairie";"_";"2B327";"20248";"Tomino";"";"";"";"mairie";"";"20248";"TOMINO";"FRANCE";"PM";"";"0";"";"A";"2012-01-30 11:26:21"
"W2B2000031";"02B1004779";"";"";"2B2P";"2003-10-24";"2006-01-24";"2003-12-13";"0001-01-01";"D";"S";"CAP FM";"CAP FM";"CREATION D'UNE STATION ASSOCIATIVE INTEGRER DANS LA VIE DES CAPS CORSSIN.RESSERRER LES LIENS AMICAUX AVEC LES HABITIANTS DU CAP CORSE. DYNAMISER, PROMOTIONNER LES DIFFERENTES COMMUNES DU CAP CORSE, REPORTAGES, ANIMATIONS, PATRIMOINE CULTUREL DU CAP .";"006000";"009050";"";"";" ";"RES";"ALTEGA";"_LUPINO";"2B033";"20200";"Bastia";"";"";"";"Résidence ALTEGA";"LUPINO";"20200";"BASTIA";"FRANCE";"PM";"";"0";"";"A";"2008-08-11 18:27:26"
"W2B2000032";"";"";"";"2B2P";"2006-02-17";"2006-02-17";"0001-01-01";"0001-01-01";"D";"S";"PUB DESIGN";"PUB DESIGN";"MISE EN PLACE DU CONCEPT PUBLICITAIRE, AFFICHAGE, CREATION ET DEVELOPPEMENT";"005025";"000000";"";"";" ";"";"RN 198";"_";"2B343";"20215";"Venzolasca";"";"";"";"RN 198";"";"20215";"VENZOLASCA";"FRANCE";"PM";"";"0";"";"A";"2017-02-07 09:25:47"
"W2B2000033";"02B1005128";"";"";"2B2P";"2006-01-11";"2006-02-21";"0001-01-01";"0001-01-01";"D";"S";"RASSEMBLEMENT POUR LA NATION FRANCAISE";"NATION FRANCAISE";"FAVORISER, PROMOUVOIR ET DEVELOPPER DES ACTIONS, ACTIVITES ET FORMATION RELATIVES Â LA DROITE CHRETIENNE (PROPAGATION DES IDEES- SOUTIENS AUX ELUS ET CANDIDATS DE LA DROITE CHRETIENNE LORS DES ECHEANCES ELECTORALES SUR L'ÎLE ORGANISATION DE MEETING..";"001015";"000000";"";"";" ";"LD";"";"_ARENA";"2B346";"20215";"Vescovato";"";"";"";"Lieu-dit";"ARENA";"20215";"VESCOVATO";"FRANCE";"PM";"";"0";"";"A";"2008-08-11 18:27:26"
"W2B2000034";"02B1003390";"";"";"2B2P";"1995-08-07";"2010-09-01";"1995-08-30";"0001-01-01";"D";"S";"ASSOCIATION MARIA GENTILE";"ASSOCIATION MARIA GENTILE";"ORGANISATION ET PARTICIPATION A TOUTE MANIFESTATION CULTURELLE ET SPORTIVE.ELLE EXPLOITERA UNE LICENCE DE DEBIT DE BOISSON (1ERE CATEGORIE)";"009030";"000000";"";"";" ";"";"";"_MAIRIE";"2B239";"20232";"Poggio-d'Oletta";"";"";"";"";"MAIRIE";"20232";"POGGIO D OLETTA";"FRANCE";"PM";"";"1";"";"A";"2010-09-02 15:19:07"
"W2B2000035";"";"";"";"2B2P";"2006-02-08";"2006-02-08";"0001-01-01";"0001-01-01";"D";"S";"3G COM";"3 G COM";"RECOLTER DES FONDS DANS E BUT DE FINANCER UN PROJET DE FIN D'ETUDE EN SERVICES E RESEAUX DE COMMUNICATION ( DEPARTEMENT SRC)  A L'INSTITUT UNIVERSITAIRE ET TECHNOLOGIQUE DE CORSE";"015065";"000000";"";"1";" ";"RUE";"VIALE PRELA";"_";"2B033";"20200";"Bastia";"";"";"";"1  Rue VIALE PRELA";"";"20200";"BASTIA";"FRANCE";"PM";"";"0";"";"A";"2008-08-11 18:27:26"
"W2B2000036";"";"";"";"2B2P";"2006-02-17";"2006-02-17";"0001-01-01";"0001-01-01";"D";"S";"COMITE D'AIDE ET DE SOUTIEN DES PARENTS DES JEUNES ""CLANDESTINI CORSI""";"CLANDESTINI CORSI";"AIDE ET SAOUTIEN DES PARENTS ET DES JEUNES DANS L4AFFAIRE DITE DES CLANDESTINI CORSI";"019055";"000000";"";"BT A";" ";"CITE1";"AGLIANI";"_";"2B033";"20200";"Bastia";"";"";"";"BT A  Cité AGLIANI";"";"20200";"BASTIA";"FRANCE";"PM";"";"0";"";"A";"2008-08-11 18:27:26"
"W2B2000037";"";"";"";"2B2P";"2006-02-20";"2014-08-01";"0001-01-01";"0001-01-01";"D";"S";"UC AVENUE EMILE SARI";"UC AVENUE EMILE SARI";"DEFENSE DES INTERËTS DES COMMERCANT- FAVORISER ET PROMOUVOIR LES ACTIVITES ECONOMIQUES DE L'ASSOCIAITON, PRINCIPALEMENT L'INDUSTRIE , LE COMMERCE, PAR LE BIAIS D'ORGANISATION DE MANIFESTATION DIVERSES (FËTES, FOIRE, EXPOSITIONS, SALON) - ORGANISER LA FORMATION DES MEMBRES";"023025";"000000";"Couleur Café";"10 bis";" ";"AV";"Emile SARI";"_";"2B033";"20200";"Bastia";"";"COULEUR CAFé";"";"10 BIS  AVENUE EMILE SARI";"";"20200";"BASTIA";"FRANCE";"PM";"";"0";"";"A";"2015-01-30 20:00:07"
"W2B2000038";"";"";"";"2B2P";"2006-02-17";"2006-02-17";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIU ""ALTEA""";"ALTEA";"LA CONNAISSANCE, LA SAUVEGARDE ET LA PROMOTION DES RICHESSES NATURELLES, CULTURELLES ET LINGUISTIQUES DE LA CORSE . TOUTES ACTIVITES ANNEXE OU CONNEXES QUI SE RAPPORTERAIENT DIRECTEMENT OU INDIRECTEMENT A CET OBET";"010022";"000000";"CASA U PAGLIAGHJU";"";" ";"";"";"_MUSULEU";"2B043";"20222";"Brando";"";"";"CASA ""U PAGLIAGHJU""";"MOSOLEO";"";"20222";"BRANDO";"FRANCE";"PF";"";"0";"";"A";"2008-08-11 18:27:26"
